Row_ID,Date,Month,Month_Num,Brand,Variant,Variant_Color,Region,City,Channel,MRP,Selling_Price,Discount_Pct,Promotion,Units_Sold,Revenue_INR,Customer_Satisfaction,Can_Size_ML
1159,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,North India,Lucknow,Quick Commerce,125,112.5,10,Yes,158,17775.0,3.9,500
1160,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,North India,Chandigarh,Quick Commerce,125,125.0,0,No,146,18250.0,3.9,500
1161,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,North India,Delhi,E-Commerce,125,125.0,0,No,143,17875.0,4.4,500
1162,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,North India,Jaipur,E-Commerce,125,112.5,10,Yes,81,9112.5,4.7,500
1163,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,North India,Lucknow,E-Commerce,125,112.5,10,Yes,88,9900.0,4.8,500
1164,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,North India,Chandigarh,E-Commerce,125,106.25,15,Yes,130,13812.5,4.7,500
1165,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,North India,Delhi,Kirana,125,125.0,0,No,76,9500.0,4.8,500
1166,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,North India,Jaipur,Kirana,125,106.25,15,Yes,87,9243.75,4.3,500
1167,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,North India,Lucknow,Kirana,125,106.25,15,Yes,72,7650.0,4.4,500
1168,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,North India,Chandigarh,Kirana,125,125.0,0,No,66,8250.0,4.7,500
1169,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,North India,Delhi,Modern Trade,130,130.0,0,No,61,7930.0,4.6,500
1170,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,North India,Jaipur,Modern Trade,130,117.0,10,Yes,62,7254.0,4.0,500
1171,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,North India,Lucknow,Modern Trade,130,130.0,0,No,80,10400.0,4.0,500
1172,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,North India,Chandigarh,Modern Trade,130,130.0,0,No,58,7540.0,4.5,500
1173,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,North India,Delhi,Quick Commerce,130,130.0,0,No,57,7410.0,4.4,500
1174,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,North India,Jaipur,Quick Commerce,130,130.0,0,No,92,11960.0,4.6,500
1175,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,North India,Lucknow,Quick Commerce,130,130.0,0,No,42,5460.0,3.9,500
1176,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,North India,Chandigarh,Quick Commerce,130,130.0,0,No,51,6630.0,3.8,500
1177,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,North India,Delhi,E-Commerce,130,130.0,0,No,50,6500.0,4.8,500
1178,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,North India,Jaipur,E-Commerce,130,130.0,0,No,74,9620.0,4.5,500
1179,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,North India,Lucknow,E-Commerce,130,130.0,0,No,59,7670.0,4.7,500
1180,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,North India,Chandigarh,E-Commerce,130,130.0,0,No,61,7930.0,4.3,500
1181,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,North India,Delhi,Kirana,130,130.0,0,No,49,6370.0,4.5,500
1182,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,North India,Jaipur,Kirana,130,104.0,20,Yes,46,4784.0,4.9,500
1183,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,North India,Lucknow,Kirana,130,130.0,0,No,55,7150.0,4.4,500
1184,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,North India,Chandigarh,Kirana,130,130.0,0,No,46,5980.0,4.1,500
1185,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,North India,Delhi,Modern Trade,130,130.0,0,No,46,5980.0,4.2,500
1186,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,North India,Jaipur,Modern Trade,130,130.0,0,No,55,7150.0,4.7,500
1187,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,North India,Lucknow,Modern Trade,130,130.0,0,No,54,7020.0,4.8,500
1188,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,North India,Chandigarh,Modern Trade,130,130.0,0,No,77,10010.0,4.0,500
1189,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,North India,Delhi,Quick Commerce,130,130.0,0,No,78,10140.0,3.9,500
1190,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,North India,Jaipur,Quick Commerce,130,130.0,0,No,83,10790.0,4.5,500
1191,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,North India,Lucknow,Quick Commerce,130,130.0,0,No,72,9360.0,4.0,500
1192,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,North India,Chandigarh,Quick Commerce,130,130.0,0,No,38,4940.0,4.9,500
1193,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,North India,Delhi,E-Commerce,130,130.0,0,No,45,5850.0,4.2,500
1194,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,North India,Jaipur,E-Commerce,130,104.0,20,Yes,68,7072.0,4.9,500
1195,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,North India,Lucknow,E-Commerce,130,104.0,20,Yes,72,7488.0,4.6,500
1196,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,North India,Chandigarh,E-Commerce,130,130.0,0,No,66,8580.0,4.7,500
1197,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,North India,Delhi,Kirana,130,130.0,0,No,52,6760.0,4.2,500
1198,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,North India,Jaipur,Kirana,130,130.0,0,No,32,4160.0,4.7,500
1199,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,North India,Lucknow,Kirana,130,130.0,0,No,51,6630.0,4.1,500
1200,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,North India,Chandigarh,Kirana,130,110.5,15,Yes,38,4199.0,4.6,500
1201,2023-03-01,Mar 2023,3,Monster Energy,Monster Pipeline Punch,Pink,North India,Delhi,Modern Trade,130,130.0,0,No,48,6240.0,4.0,500
1202,2023-03-01,Mar 2023,3,Monster Energy,Monster Pipeline Punch,Pink,North India,Jaipur,Modern Trade,130,130.0,0,No,52,6760.0,4.5,500
1203,2023-03-01,Mar 2023,3,Monster Energy,Monster Pipeline Punch,Pink,North India,Lucknow,Modern Trade,130,130.0,0,No,35,4550.0,4.6,500
1204,2023-03-01,Mar 2023,3,Monster Energy,Monster Pipeline Punch,Pink,North India,Chandigarh,Modern Trade,130,130.0,0,No,38,4940.0,4.8,500
1205,2023-03-01,Mar 2023,3,Monster Energy,Monster Pipeline Punch,Pink,North India,Delhi,Quick Commerce,130,130.0,0,No,38,4940.0,4.1,500
1206,2023-03-01,Mar 2023,3,Monster Energy,Monster Pipeline Punch,Pink,North India,Jaipur,Quick Commerce,130,117.0,10,Yes,55,6435.0,4.8,500
1207,2023-03-01,Mar 2023,3,Monster Energy,Monster Pipeline Punch,Pink,North India,Lucknow,Quick Commerce,130,130.0,0,No,45,5850.0,4.5,500
1208,2023-03-01,Mar 2023,3,Monster Energy,Monster Pipeline Punch,Pink,North India,Chandigarh,Quick Commerce,130,130.0,0,No,41,5330.0,4.4,500
1209,2023-03-01,Mar 2023,3,Monster Energy,Monster Pipeline Punch,Pink,North India,Delhi,E-Commerce,130,130.0,0,No,49,6370.0,4.4,500
1210,2023-03-01,Mar 2023,3,Monster Energy,Monster Pipeline Punch,Pink,North India,Jaipur,E-Commerce,130,117.0,10,Yes,35,4095.0,4.0,500
1211,2023-03-01,Mar 2023,3,Monster Energy,Monster Pipeline Punch,Pink,North India,Lucknow,E-Commerce,130,130.0,0,No,28,3640.0,4.9,500
1212,2023-03-01,Mar 2023,3,Monster Energy,Monster Pipeline Punch,Pink,North India,Chandigarh,E-Commerce,130,130.0,0,No,50,6500.0,4.3,500
1213,2023-03-01,Mar 2023,3,Monster Energy,Monster Pipeline Punch,Pink,North India,Delhi,Kirana,130,130.0,0,No,21,2730.0,4.0,500
1214,2023-03-01,Mar 2023,3,Monster Energy,Monster Pipeline Punch,Pink,North India,Jaipur,Kirana,130,130.0,0,No,16,2080.0,4.5,500
1215,2023-03-01,Mar 2023,3,Monster Energy,Monster Pipeline Punch,Pink,North India,Lucknow,Kirana,130,130.0,0,No,19,2470.0,3.9,500
1216,2023-03-01,Mar 2023,3,Monster Energy,Monster Pipeline Punch,Pink,North India,Chandigarh,Kirana,130,130.0,0,No,24,3120.0,4.6,500
1217,2023-03-01,Mar 2023,3,Monster Energy,Monster Rehab Tea,Yellow,North India,Delhi,Modern Trade,135,135.0,0,No,22,2970.0,4.0,500
1218,2023-03-01,Mar 2023,3,Monster Energy,Monster Rehab Tea,Yellow,North India,Jaipur,Modern Trade,135,135.0,0,No,37,4995.0,3.9,500
1219,2023-03-01,Mar 2023,3,Monster Energy,Monster Rehab Tea,Yellow,North India,Lucknow,Modern Trade,135,135.0,0,No,33,4455.0,4.3,500
1220,2023-03-01,Mar 2023,3,Monster Energy,Monster Rehab Tea,Yellow,North India,Chandigarh,Modern Trade,135,135.0,0,No,28,3780.0,4.2,500
1221,2023-03-01,Mar 2023,3,Monster Energy,Monster Rehab Tea,Yellow,North India,Delhi,Quick Commerce,135,135.0,0,No,17,2295.0,4.6,500
1222,2023-03-01,Mar 2023,3,Monster Energy,Monster Rehab Tea,Yellow,North India,Jaipur,Quick Commerce,135,135.0,0,No,16,2160.0,4.6,500
1223,2023-03-01,Mar 2023,3,Monster Energy,Monster Rehab Tea,Yellow,North India,Lucknow,Quick Commerce,135,108.0,20,Yes,29,3132.0,3.8,500
1224,2023-03-01,Mar 2023,3,Monster Energy,Monster Rehab Tea,Yellow,North India,Chandigarh,Quick Commerce,135,135.0,0,No,34,4590.0,4.6,500
1225,2023-03-01,Mar 2023,3,Monster Energy,Monster Rehab Tea,Yellow,North India,Delhi,E-Commerce,135,135.0,0,No,22,2970.0,3.9,500
1226,2023-03-01,Mar 2023,3,Monster Energy,Monster Rehab Tea,Yellow,North India,Jaipur,E-Commerce,135,135.0,0,No,25,3375.0,4.0,500
1227,2023-03-01,Mar 2023,3,Monster Energy,Monster Rehab Tea,Yellow,North India,Lucknow,E-Commerce,135,114.75,15,Yes,32,3672.0,4.3,500
1228,2023-03-01,Mar 2023,3,Monster Energy,Monster Rehab Tea,Yellow,North India,Chandigarh,E-Commerce,135,135.0,0,No,25,3375.0,4.2,500
1229,2023-03-01,Mar 2023,3,Monster Energy,Monster Rehab Tea,Yellow,North India,Delhi,Kirana,135,135.0,0,No,22,2970.0,3.9,500
1230,2023-03-01,Mar 2023,3,Monster Energy,Monster Rehab Tea,Yellow,North India,Jaipur,Kirana,135,135.0,0,No,23,3105.0,4.6,500
1231,2023-03-01,Mar 2023,3,Monster Energy,Monster Rehab Tea,Yellow,North India,Lucknow,Kirana,135,135.0,0,No,12,1620.0,4.8,500
1232,2023-03-01,Mar 2023,3,Monster Energy,Monster Rehab Tea,Yellow,North India,Chandigarh,Kirana,135,121.5,10,Yes,15,1822.5,4.6,500
1233,2023-03-01,Mar 2023,3,Monster Energy,Monster Zero Sugar,Blue,North India,Delhi,Modern Trade,128,128.0,0,No,18,2304.0,3.8,500
1234,2023-03-01,Mar 2023,3,Monster Energy,Monster Zero Sugar,Blue,North India,Jaipur,Modern Trade,128,108.8,15,Yes,26,2828.8,4.6,500
1235,2023-03-01,Mar 2023,3,Monster Energy,Monster Zero Sugar,Blue,North India,Lucknow,Modern Trade,128,102.4,20,Yes,33,3379.2,4.1,500
1236,2023-03-01,Mar 2023,3,Monster Energy,Monster Zero Sugar,Blue,North India,Chandigarh,Modern Trade,128,128.0,0,No,27,3456.0,4.5,500
1237,2023-03-01,Mar 2023,3,Monster Energy,Monster Zero Sugar,Blue,North India,Delhi,Quick Commerce,128,128.0,0,No,15,1920.0,4.5,500
1238,2023-03-01,Mar 2023,3,Monster Energy,Monster Zero Sugar,Blue,North India,Jaipur,Quick Commerce,128,115.2,10,Yes,15,1728.0,4.3,500
1239,2023-03-01,Mar 2023,3,Monster Energy,Monster Zero Sugar,Blue,North India,Lucknow,Quick Commerce,128,108.8,15,Yes,22,2393.6,4.3,500
1240,2023-03-01,Mar 2023,3,Monster Energy,Monster Zero Sugar,Blue,North India,Chandigarh,Quick Commerce,128,128.0,0,No,17,2176.0,4.6,500
1241,2023-03-01,Mar 2023,3,Monster Energy,Monster Zero Sugar,Blue,North India,Delhi,E-Commerce,128,128.0,0,No,13,1664.0,4.5,500
1242,2023-03-01,Mar 2023,3,Monster Energy,Monster Zero Sugar,Blue,North India,Jaipur,E-Commerce,128,128.0,0,No,25,3200.0,4.5,500
1243,2023-03-01,Mar 2023,3,Monster Energy,Monster Zero Sugar,Blue,North India,Lucknow,E-Commerce,128,115.2,10,Yes,26,2995.2,4.4,500
1244,2023-03-01,Mar 2023,3,Monster Energy,Monster Zero Sugar,Blue,North India,Chandigarh,E-Commerce,128,115.2,10,Yes,24,2764.8,4.7,500
1245,2023-03-01,Mar 2023,3,Monster Energy,Monster Zero Sugar,Blue,North India,Delhi,Kirana,128,115.2,10,Yes,15,1728.0,4.7,500
1246,2023-03-01,Mar 2023,3,Monster Energy,Monster Zero Sugar,Blue,North India,Jaipur,Kirana,128,128.0,0,No,19,2432.0,4.0,500
1247,2023-03-01,Mar 2023,3,Monster Energy,Monster Zero Sugar,Blue,North India,Lucknow,Kirana,128,128.0,0,No,17,2176.0,4.0,500
1248,2023-03-01,Mar 2023,3,Monster Energy,Monster Zero Sugar,Blue,North India,Chandigarh,Kirana,128,128.0,0,No,15,1920.0,4.0,500
1249,2023-03-01,Mar 2023,3,Red Bull,Red Bull Original,Red/Blue,North India,Delhi,Modern Trade,110,110.0,0,No,152,16720.0,3.7,250
1250,2023-03-01,Mar 2023,3,Red Bull,Red Bull Original,Red/Blue,North India,Jaipur,Modern Trade,110,104.5,5,Yes,183,19123.5,4.5,250
1251,2023-03-01,Mar 2023,3,Red Bull,Red Bull Original,Red/Blue,North India,Lucknow,Modern Trade,110,110.0,0,No,183,20130.0,4.6,250
1252,2023-03-01,Mar 2023,3,Red Bull,Red Bull Original,Red/Blue,North India,Chandigarh,Modern Trade,110,104.5,5,Yes,157,16406.5,4.6,250
1253,2023-03-01,Mar 2023,3,Red Bull,Red Bull Original,Red/Blue,North India,Delhi,Quick Commerce,110,110.0,0,No,166,18260.0,4.7,250
1254,2023-03-01,Mar 2023,3,Red Bull,Red Bull Original,Red/Blue,North India,Jaipur,Quick Commerce,110,110.0,0,No,114,12540.0,3.8,250
1255,2023-03-01,Mar 2023,3,Red Bull,Red Bull Original,Red/Blue,North India,Lucknow,Quick Commerce,110,110.0,0,No,96,10560.0,4.6,250
1256,2023-03-01,Mar 2023,3,Red Bull,Red Bull Original,Red/Blue,North India,Chandigarh,Quick Commerce,110,110.0,0,No,124,13640.0,4.0,250
1257,2023-03-01,Mar 2023,3,Red Bull,Red Bull Original,Red/Blue,North India,Delhi,E-Commerce,110,104.5,5,Yes,78,8151.0,3.7,250
1258,2023-03-01,Mar 2023,3,Red Bull,Red Bull Original,Red/Blue,North India,Jaipur,E-Commerce,110,110.0,0,No,81,8910.0,3.9,250
1259,2023-03-01,Mar 2023,3,Red Bull,Red Bull Original,Red/Blue,North India,Lucknow,E-Commerce,110,110.0,0,No,110,12100.0,4.7,250
1260,2023-03-01,Mar 2023,3,Red Bull,Red Bull Original,Red/Blue,North India,Chandigarh,E-Commerce,110,110.0,0,No,98,10780.0,3.8,250
1261,2023-03-01,Mar 2023,3,Red Bull,Red Bull Original,Red/Blue,North India,Delhi,Kirana,110,110.0,0,No,73,8030.0,4.1,250
1262,2023-03-01,Mar 2023,3,Red Bull,Red Bull Original,Red/Blue,North India,Jaipur,Kirana,110,110.0,0,No,84,9240.0,4.1,250
1263,2023-03-01,Mar 2023,3,Red Bull,Red Bull Original,Red/Blue,North India,Lucknow,Kirana,110,110.0,0,No,86,9460.0,4.3,250
1264,2023-03-01,Mar 2023,3,Red Bull,Red Bull Original,Red/Blue,North India,Chandigarh,Kirana,110,104.5,5,Yes,57,5956.5,4.7,250
1265,2023-03-01,Mar 2023,3,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Delhi,Modern Trade,110,99.0,10,Yes,41,4059.0,4.5,250
1266,2023-03-01,Mar 2023,3,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Jaipur,Modern Trade,110,110.0,0,No,76,8360.0,4.3,250
1267,2023-03-01,Mar 2023,3,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Lucknow,Modern Trade,110,110.0,0,No,55,6050.0,4.6,250
1268,2023-03-01,Mar 2023,3,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Chandigarh,Modern Trade,110,110.0,0,No,40,4400.0,4.2,250
1269,2023-03-01,Mar 2023,3,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Delhi,Quick Commerce,110,110.0,0,No,55,6050.0,3.8,250
1270,2023-03-01,Mar 2023,3,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Jaipur,Quick Commerce,110,110.0,0,No,70,7700.0,4.4,250
1271,2023-03-01,Mar 2023,3,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Lucknow,Quick Commerce,110,110.0,0,No,71,7810.0,4.4,250
1272,2023-03-01,Mar 2023,3,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Chandigarh,Quick Commerce,110,110.0,0,No,64,7040.0,4.7,250
1273,2023-03-01,Mar 2023,3,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Delhi,E-Commerce,110,110.0,0,No,45,4950.0,4.4,250
1274,2023-03-01,Mar 2023,3,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Jaipur,E-Commerce,110,104.5,5,Yes,60,6270.0,4.2,250
1275,2023-03-01,Mar 2023,3,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Lucknow,E-Commerce,110,110.0,0,No,63,6930.0,4.1,250
1276,2023-03-01,Mar 2023,3,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Chandigarh,E-Commerce,110,110.0,0,No,57,6270.0,4.3,250
1277,2023-03-01,Mar 2023,3,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Delhi,Kirana,110,110.0,0,No,18,1980.0,3.9,250
1278,2023-03-01,Mar 2023,3,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Jaipur,Kirana,110,110.0,0,No,35,3850.0,4.6,250
1279,2023-03-01,Mar 2023,3,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Lucknow,Kirana,110,110.0,0,No,20,2200.0,4.0,250
1280,2023-03-01,Mar 2023,3,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Chandigarh,Kirana,110,110.0,0,No,30,3300.0,3.8,250
1281,2023-03-01,Mar 2023,3,Red Bull,Red Bull Tropical,Red/Blue,North India,Delhi,Modern Trade,110,110.0,0,No,27,2970.0,4.1,250
1282,2023-03-01,Mar 2023,3,Red Bull,Red Bull Tropical,Red/Blue,North India,Jaipur,Modern Trade,110,99.0,10,Yes,28,2772.0,4.5,250
1283,2023-03-01,Mar 2023,3,Red Bull,Red Bull Tropical,Red/Blue,North India,Lucknow,Modern Trade,110,99.0,10,Yes,36,3564.0,4.1,250
1284,2023-03-01,Mar 2023,3,Red Bull,Red Bull Tropical,Red/Blue,North India,Chandigarh,Modern Trade,110,110.0,0,No,23,2530.0,4.4,250
1285,2023-03-01,Mar 2023,3,Red Bull,Red Bull Tropical,Red/Blue,North India,Delhi,Quick Commerce,110,99.0,10,Yes,18,1782.0,3.7,250
1286,2023-03-01,Mar 2023,3,Red Bull,Red Bull Tropical,Red/Blue,North India,Jaipur,Quick Commerce,110,104.5,5,Yes,38,3971.0,4.5,250
1287,2023-03-01,Mar 2023,3,Red Bull,Red Bull Tropical,Red/Blue,North India,Lucknow,Quick Commerce,110,110.0,0,No,40,4400.0,4.6,250
1288,2023-03-01,Mar 2023,3,Red Bull,Red Bull Tropical,Red/Blue,North India,Chandigarh,Quick Commerce,110,110.0,0,No,38,4180.0,4.4,250
1289,2023-03-01,Mar 2023,3,Red Bull,Red Bull Tropical,Red/Blue,North India,Delhi,E-Commerce,110,110.0,0,No,27,2970.0,3.8,250
1290,2023-03-01,Mar 2023,3,Red Bull,Red Bull Tropical,Red/Blue,North India,Jaipur,E-Commerce,110,110.0,0,No,23,2530.0,4.0,250
1291,2023-03-01,Mar 2023,3,Red Bull,Red Bull Tropical,Red/Blue,North India,Lucknow,E-Commerce,110,110.0,0,No,36,3960.0,4.4,250
1292,2023-03-01,Mar 2023,3,Red Bull,Red Bull Tropical,Red/Blue,North India,Chandigarh,E-Commerce,110,110.0,0,No,27,2970.0,3.8,250
1293,2023-03-01,Mar 2023,3,Red Bull,Red Bull Tropical,Red/Blue,North India,Delhi,Kirana,110,110.0,0,No,25,2750.0,4.0,250
1294,2023-03-01,Mar 2023,3,Red Bull,Red Bull Tropical,Red/Blue,North India,Jaipur,Kirana,110,110.0,0,No,25,2750.0,4.0,250
1295,2023-03-01,Mar 2023,3,Red Bull,Red Bull Tropical,Red/Blue,North India,Lucknow,Kirana,110,110.0,0,No,22,2420.0,3.8,250
1296,2023-03-01,Mar 2023,3,Red Bull,Red Bull Tropical,Red/Blue,North India,Chandigarh,Kirana,110,110.0,0,No,14,1540.0,4.5,250
1297,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,South India,Bangalore,Modern Trade,125,125.0,0,No,150,18750.0,3.9,500
1298,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,South India,Chennai,Modern Trade,125,112.5,10,Yes,136,15300.0,4.8,500
1299,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,South India,Hyderabad,Modern Trade,125,125.0,0,No,113,14125.0,4.7,500
1300,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,South India,Kochi,Modern Trade,125,125.0,0,No,92,11500.0,3.9,500
1301,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,South India,Bangalore,Quick Commerce,125,100.0,20,Yes,124,12400.0,4.7,500
1302,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,South India,Chennai,Quick Commerce,125,106.25,15,Yes,143,15193.75,4.3,500
1303,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,South India,Hyderabad,Quick Commerce,125,125.0,0,No,143,17875.0,3.9,500
1304,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,South India,Kochi,Quick Commerce,125,100.0,20,Yes,133,13300.0,3.9,500
1305,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,South India,Bangalore,E-Commerce,125,125.0,0,No,163,20375.0,4.4,500
1306,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,South India,Chennai,E-Commerce,125,125.0,0,No,162,20250.0,4.8,500
1307,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,South India,Hyderabad,E-Commerce,125,125.0,0,No,88,11000.0,4.0,500
1308,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,South India,Kochi,E-Commerce,125,106.25,15,Yes,151,16043.75,4.5,500
1309,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,South India,Bangalore,Kirana,125,125.0,0,No,72,9000.0,4.4,500
1310,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,South India,Chennai,Kirana,125,125.0,0,No,60,7500.0,4.5,500
1311,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,South India,Hyderabad,Kirana,125,125.0,0,No,77,9625.0,4.1,500
1312,2023-03-01,Mar 2023,3,Monster Energy,Monster Original,Green,South India,Kochi,Kirana,125,125.0,0,No,58,7250.0,4.3,500
1313,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,South India,Bangalore,Modern Trade,130,104.0,20,Yes,49,5096.0,4.6,500
1314,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,South India,Chennai,Modern Trade,130,130.0,0,No,86,11180.0,4.7,500
1315,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,South India,Hyderabad,Modern Trade,130,130.0,0,No,74,9620.0,4.6,500
1316,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,South India,Kochi,Modern Trade,130,130.0,0,No,97,12610.0,4.0,500
1317,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,South India,Bangalore,Quick Commerce,130,130.0,0,No,57,7410.0,4.1,500
1318,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,South India,Chennai,Quick Commerce,130,130.0,0,No,66,8580.0,3.9,500
1319,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,South India,Hyderabad,Quick Commerce,130,130.0,0,No,89,11570.0,4.9,500
1320,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,South India,Kochi,Quick Commerce,130,130.0,0,No,76,9880.0,4.5,500
1321,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,South India,Bangalore,E-Commerce,130,110.5,15,Yes,80,8840.0,4.4,500
1322,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,South India,Chennai,E-Commerce,130,130.0,0,No,73,9490.0,4.5,500
1323,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,South India,Hyderabad,E-Commerce,130,130.0,0,No,63,8190.0,4.8,500
1324,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,South India,Kochi,E-Commerce,130,130.0,0,No,70,9100.0,4.7,500
1325,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,South India,Bangalore,Kirana,130,117.0,10,Yes,47,5499.0,3.8,500
1326,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,South India,Chennai,Kirana,130,117.0,10,Yes,26,3042.0,4.0,500
1327,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,South India,Hyderabad,Kirana,130,130.0,0,No,46,5980.0,4.9,500
1328,2023-03-01,Mar 2023,3,Monster Energy,Monster Ultra White,White,South India,Kochi,Kirana,130,130.0,0,No,43,5590.0,4.7,500
1329,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,South India,Bangalore,Modern Trade,130,130.0,0,No,74,9620.0,4.0,500
1330,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,South India,Chennai,Modern Trade,130,110.5,15,Yes,66,7293.0,3.9,500
1331,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,South India,Hyderabad,Modern Trade,130,130.0,0,No,83,10790.0,4.4,500
1332,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,South India,Kochi,Modern Trade,130,130.0,0,No,49,6370.0,4.4,500
1333,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,South India,Bangalore,Quick Commerce,130,130.0,0,No,53,6890.0,4.7,500
1334,2023-03-01,Mar 2023,3,Monster Energy,Monster Mango Loco,Orange,South India,Chennai,Quick Commerce,130,130.0,0,No,80,10400.0,4.5,500
